CITY,CIRCLE,STD
MANMAD,MAHARASHTRA  ,2591  
MANNARGHAT,KERALA  ,4924  
MANNARGUDI,TAMILNADU  ,4367  
MANOHARPUR,BIHAR & JHARKHAND  ,6593  
MANPUR,MADHYA PRADESH & CHHATTISGARH  ,7746  
MANPUR,MADHYA PRADESH & CHHATTISGARH  ,7703  
MANPUR,MADHYA PRADESH & CHHATTISGARH  ,7627  
MANSA,PUNJAB  ,1652  
MANT (VRINDAVAN),UTTAR PRADESH(WEST) & UTTARAKHAND  ,5664  
MANTHANI,ANDHRA PRADESH  ,8729  
MANVI,KARNATAKA  ,8538  
MAO (KORANG),NORTH EAST  ,3871  
MAREGAON,MAHARASHTRA  ,7236  
MARGAO,MAHARASHTRA  ,8342  
MARIANI,ASSAM  ,3771  
MARIGAON,MAHARASHTRA  ,7237  
MARIYAHU,UTTAR PRADESH(EAST)  ,5451  
MARIYANG,NORTH EAST  ,3798  
MARKAPUR,ANDHRA PRADESH  ,8596  
MARTURU,ANDHRA PRADESH  ,8404  
MARWAHI,MADHYA PRADESH & CHHATTISGARH  ,7750  
MARWAR-Jn,RAJASTHAN  ,2935  
MASHAL,KARNATAKA  ,8471  
MASRAKH,BIHAR & JHARKHAND  ,6159  
MATHABHANGA,WEST BENGAL & ANDAMAN NIKOBAR  ,3583  
MATHILI,ORISSA  ,6864  
MATHURA,UTTAR PRADESH(WEST) & UTTARAKHAND  ,565  
MAU (RAJAPUR),UTTAR PRADESH(EAST)  ,5195  
MAUDAHA,UTTAR PRADESH(EAST)  ,5284  
MAUGANJ,MADHYA PRADESH & CHHATTISGARH  ,7663  
MAUNATHBHANJAN,UTTAR PRADESH(EAST)  ,5464  
MAURANIPUR,UTTAR PRADESH(EAST)  ,5178  
MAVELIKKARA,KERALA  ,479  
MAWAI,MADHYA PRADESH & CHHATTISGARH  ,7648  
MAWANA,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1233  
MAWKYRWAT,NORTH EAST  ,3656  
MAYILADUTHURAI,TAMILNADU  ,4364  
MECHUKA,NORTH EAST  ,3793  
MEDAK,ANDHRA PRADESH  ,8452  
MEDARMETLA,ANDHRA PRADESH  ,8593  
MEDCHAL,ANDHRA PRADESH  ,8418  
MEDHA,MAHARASHTRA  ,2378  
MEERUT,UTTAR PRADESH(WEST) & UTTARAKHAND  ,121  
MEHAM,HARYANA  ,1257  
MEHGAON,MADHYA PRADESH & CHHATTISGARH  ,7527  
MEHRAUN,UTTAR PRADESH(EAST)  ,5172  
MEHSANA,GUJRAT  ,2762  
MEJA (SIRSA),UTTAR PRADESH(EAST)  ,5334  
MEKHAR,MAHARASHTRA  ,7268  
MEKHLIGANJ,WEST BENGAL & ANDAMAN NIKOBAR  ,3584  
MERTA (E)  (MERTA-CITY),RAJASTHAN  ,1590  
MERTA (W)  (GOTAN),RAJASTHAN  ,1591  
METPALLI,ANDHRA PRADESH  ,8725  
METTUPALAYAM,TAMILNADU  ,4254  
METTURDAM,TAMILNADU  ,4298  
MHOW,MADHYA PRADESH & CHHATTISGARH  ,7324  
MIAO,NORTH EAST  ,3807  
MINICOY,KERALA  ,4892  
MIRYALGUDA,ANDHRA PRADESH  ,8689  
MIRZAPUR-I (MIRZAPUR),UTTAR PRADESH(EAST)  ,5442  
MIRZAPUR-II (HALLIA),UTTAR PRADESH(EAST)  ,5440  
MISRIKH -I (MISRIKH),UTTAR PRADESH(EAST)  ,5865  
MISRIKH-II (AURANGABAD),UTTAR PRADESH(EAST)  ,5861  
MIYAGAM,GUJRAT  ,2666  
MODASA,GUJRAT  ,2774  
MODINAGAR,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1232  
MOGA,PUNJAB  ,1636  
MOHADI,MAHARASHTRA  ,7197  
MOHAMDABAD,UTTAR PRADESH(EAST)  ,5493  
MOHAMDI-I (MOHAMDI),UTTAR PRADESH(EAST)  ,5876  
MOHAMDI-II (MAIGALGANJ),UTTAR PRADESH(EAST)  ,5875  
MOHANA,ORISSA  ,6816  
MOHANIA,BIHAR & JHARKHAND  ,6187  
MOHINDERGARH,HARYANA  ,1285  
MOHLA,MADHYA PRADESH & CHHATTISGARH  ,7747  
MOHOL,MAHARASHTRA  ,2189  
MOKHADA,MAHARASHTRA  ,2529  
MOKOKCHUNG,NORTH EAST  ,369  
MOLKALMURU,KARNATAKA  ,8198  
MON,NORTH EAST  ,3869  
MONGHYR,BIHAR & JHARKHAND  ,6344  
MORADABAD,UTTAR PRADESH(WEST) & UTTARAKHAND  ,591  
MORANHAT,ASSAM  ,3754  
MORENA,MADHYA PRADESH & CHHATTISGARH  ,7532  
MORIGAON,ASSAM  ,3678  
MORSHI,MAHARASHTRA  ,7228  
MORVI,GUJRAT  ,2822  
MOTIHARI,BIHAR & JHARKHAND  ,6252  
MOTIPUR,BIHAR & JHARKHAND  ,6223  
MOTU,ORISSA  ,6859  
MOUDA,MAHARASHTRA  ,7115  
MUDALGI,KARNATAKA  ,8334  
MUDDEBIHAL,KARNATAKA  ,8356  
MUDHOL,KARNATAKA  ,8350  
MUDIGERE,KARNATAKA  ,8263  
MUDUKULATHUR,TAMILNADU  ,4576  
MUKHED,MAHARASHTRA  ,2461  
MUKTASAR,PUNJAB  ,1633  
MUL,MAHARASHTRA  ,7174  
MULANUR,TAMILNADU  ,4202  
MULBAGAL,KARNATAKA  ,8159  
MULI,GUJRAT  ,2756  
MULTAI,MADHYA PRADESH & CHHATTISGARH  ,7147  
MULUG,ANDHRA PRADESH  ,8715  
MUMBAI, ,22  
MUNDAGOD,KARNATAKA  ,8301  
MUNDARGI,KARNATAKA  ,8371  
MUNDRA,GUJRAT  ,2838  
MUNGAOLI,MADHYA PRADESH & CHHATTISGARH  ,7548  
MUNGELI,MADHYA PRADESH & CHHATTISGARH  ,7755  
MUNNAR,KERALA  ,4865  
MUNSIARI,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5961  
MURBAD,MAHARASHTRA  ,2524  
MURI,BIHAR & JHARKHAND  ,6522  
MURSHIDABAD (JIAGANJ),WEST BENGAL & ANDAMAN NIKOBAR  ,3483  
MURTIZAPUR,MAHARASHTRA  ,7256  
MURUD,MAHARASHTRA  ,2144  
MURUGOD,KARNATAKA  ,8337  
MUSAFIRKHANA,UTTAR PRADESH(EAST)  ,5361  
MUSIRI,TAMILNADU  ,4326  
MUVATTUPUZHA,KERALA  ,485  
MUZAFFAR NAGAR,UTTAR PRADESH(WEST) & UTTARAKHAND  ,131  
MUZAFFARPUR,BIHAR & JHARKHAND  ,621  
MYLAVARAM,ANDHRA PRADESH  ,8659  
MYSORE,KARNATAKA  ,821  
NABHA,PUNJAB  ,1765  
NABINAGAR,BIHAR & JHARKHAND  ,6332  
NADBAI,RAJASTHAN  ,5643  
NADIAD,GUJRAT  ,268  
NAGAMANGALA,KARNATAKA  ,8234  
NAGAON,ASSAM  ,3672  
NAGAPATTINAM,TAMILNADU  ,4365  
NAGARAKATA,WEST BENGAL & ANDAMAN NIKOBAR  ,3565  
NAGARKURNOOL,ANDHRA PRADESH  ,8540  
NAGARUTARI,BIHAR & JHARKHAND  ,6564  
NAGAUR (E) (MUNDWA MARWAR),RAJASTHAN  ,1584  
NAGAUR (N),RAJASTHAN  ,1582  
NAGAUR (W) (KHINWSAR),RAJASTHAN  ,1585  
NAGBHIR,MAHARASHTRA  ,7179  
NAGERCOIL,TAMILNADU  ,4652  
NAGINA,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1343  
NAGOD,MADHYA PRADESH & CHHATTISGARH  ,7673  
NAGPUR,MAHARASHTRA  ,712  
NAGRI,MADHYA PRADESH & CHHATTISGARH  ,7700  
NAHAN,HIMACHAL PRADESH  ,1702  
NAHAVARA,MAHARASHTRA  ,2137  
NAINITAL,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5942  
NAINPUR,MADHYA PRADESH & CHHATTISGARH  ,7646  
NAINWA,RAJASTHAN  ,7437  
NAJIBABAD,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1341  
NAKHATRANA,GUJRAT  ,2835  
NAKODAR,PUNJAB  ,1821  
NAKTIDEUL,ORISSA  ,6647  
NAKUR (GANGOH),UTTAR PRADESH(WEST) & UTTARAKHAND  ,1331  
NALA,BIHAR & JHARKHAND  ,6428  
NALAGARH,HIMACHAL PRADESH  ,1795  
NALBARI,ASSAM  ,3624  
NALGONDA,ANDHRA PRADESH  ,8682  
NALHATI,WEST BENGAL & ANDAMAN NIKOBAR  ,3465  
NALIA,GUJRAT  ,2831  
NALLACHERUVU (TANAKALLU),ANDHRA PRADESH  ,8498  
NAMAKKAL,TAMILNADU  ,4286  
NAMPALLE,ANDHRA PRADESH  ,8692  
NANDAPUR,ORISSA  ,6868  
NANDED,MAHARASHTRA  ,2462  
NANDGAON,MAHARASHTRA  ,7221  
NANDGAON,MAHARASHTRA  ,2552  
NANDIGAMA,ANDHRA PRADESH  ,8678  
NANDIKOTKUR,ANDHRA PRADESH  ,8513  
NANDNVA,MAHARASHTRA  ,7279  
NANDURBAR,MAHARASHTRA  ,2564  
NANDYAL,ANDHRA PRADESH  ,8514  
NANGAL,PUNJAB  ,1887  
NANGUNERI,TAMILNADU  ,4635  
NANJANGUD,KARNATAKA  ,8221  
NANPARA-I (NANPARA),UTTAR PRADESH(EAST)  ,5253  
NANPARAH-II (MIHINPURWA),UTTAR PRADESH(EAST)  ,5254  
NARAINGARH,HARYANA  ,1734  
NARAINI (ATTARRA),UTTAR PRADESH(EAST)  ,5191  
NARAINPUR,MADHYA PRADESH & CHHATTISGARH  ,7781  
NARASAMPET,ANDHRA PRADESH  ,8718  
NARAYANKHED,ANDHRA PRADESH  ,8456  
NARAYANPET,ANDHRA PRADESH  ,8506  
NARGUND,KARNATAKA  ,8377  
NARKATIAGANJ,BIHAR & JHARKHAND  ,6253  
NARKHED,MAHARASHTRA  ,7105  
NARLAROAD,ORISSA  ,6677  
NARNAUL,HARYANA  ,1282  
NARSAPUR,ANDHRA PRADESH  ,8458  
NARSAPUR (PALAKOLE),ANDHRA PRADESH  ,8814  
NARSARAOPET,ANDHRA PRADESH  ,8647  
NARSIMHARAJAPUR,KARNATAKA  ,8266  
NARSINGHARH,MADHYA PRADESH & CHHATTISGARH  ,7375  
NARSINGHPUR,ORISSA  ,6721  
NARSINGHPUR,MADHYA PRADESH & CHHATTISGARH  ,7792  
NARSIPATNAM,ANDHRA PRADESH  ,8932  
NARWANA,HARYANA  ,1684  
NARWAR,MADHYA PRADESH & CHHATTISGARH  ,7491  
NASIKCITY,MAHARASHTRA  ,253  
NASIRABAD,RAJASTHAN  ,1491  
NASRULLAGANJ,MADHYA PRADESH & CHHATTISGARH  ,7563  
NASWADI,GUJRAT  ,2661  
NATERAN,MADHYA PRADESH & CHHATTISGARH  ,7595  
NATHAM,TAMILNADU  ,4544  
NATHDWARA,RAJASTHAN  ,2953  
NAUGACHIA,BIHAR & JHARKHAND  ,6421  
NAUGARH-I (TETRIBAZAR),UTTAR PRADESH(EAST)  ,5544  
NAUGARH-II (BARHANI),UTTAR PRADESH(EAST)  ,5543  
NAVALGUND,KARNATAKA  ,8380  
NAVAPUR,MAHARASHTRA  ,2569  
NAVI MUMBAI (TURBHE), ,215  
NAVSARI,GUJRAT  ,2637  
NAWA (KUCHAMANCITY),RAJASTHAN  ,1586  
NAWABGANJ,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5825  
NAWADA,BIHAR & JHARKHAND  ,6324  
NAWANSHAHAR,PUNJAB  ,1823  
NAYAGARH,ORISSA  ,6753  
NAYAGARH (KULTIKRI),WEST BENGAL & ANDAMAN NIKOBAR  ,3223  
NEDUMANDAD,KERALA  ,4728  
NEDUMGANDAM,KERALA  ,4868  
NEEM KA THANA,RAJASTHAN  ,1574  
NEEMUCH,MADHYA PRADESH & CHHATTISGARH  ,7423  
NEFRA,NORTH EAST  ,3784  
NELAMANGALA,KARNATAKA  ,8118  
NELLORE,ANDHRA PRADESH  ,861  
NEORA,MADHYA PRADESH & CHHATTISGARH  ,7721  
NER,MAHARASHTRA  ,2481  
NETANAR,MADHYA PRADESH & CHHATTISGARH  ,7861  
NEW DELHI, ,11  
NEWAI,RAJASTHAN  ,1438  
NEWASA,MAHARASHTRA  ,2427  
NICOBAR ISLANDS,WEST BENGAL & ANDAMAN NIKOBAR  ,3193  
NIDAMANUR (HILLCOLONY),ANDHRA PRADESH  ,8680  
NIGHASAN-I (PALLIAKALAN),UTTAR PRADESH(EAST)  ,5871  
NIGHASAN-II (TIKONIA),UTTAR PRADESH(EAST)  ,5873  
NIGHASAN-III (DHAURAHRA),UTTAR PRADESH(EAST)  ,5874  
NILAMBUR,KERALA  ,4931  
NILANGA,MAHARASHTRA  ,2384  
NILOKHERI,HARYANA  ,1745  
NIMAPARA,ORISSA  ,6758  
NIMBAHERA,RAJASTHAN  ,1477  
NIMBURGA,KARNATAKA  ,8440  
NIPHAD,MAHARASHTRA  ,2550  
NIRMAL,ANDHRA PRADESH  ,8734  
NIRMAND,HIMACHAL PRADESH  ,1904  
NIWARI,MADHYA PRADESH & CHHATTISGARH  ,7680  
NIWAS,MADHYA PRADESH & CHHATTISGARH  ,7641  
NIZAMABAD,ANDHRA PRADESH  ,8462  
NIZAR,GUJRAT  ,2628  
NOAMUNDI,BIHAR & JHARKHAND  ,6596  
NOBRA,JAMMU & KASHMIR  ,1980  
NOHAR (E),RAJASTHAN  ,1555  
NOHAR (W) (JEDASAR),RAJASTHAN  ,1502  
NOHAR(C) (RAWATSAR),RAJASTHAN  ,1537  
NOKHA (E),RAJASTHAN  ,1531  
NOKHA (W) (NATHUSAR),RAJASTHAN  ,1532  
NONGPOH,NORTH EAST  ,3638  
NONGSTOIN,NORTH EAST  ,3654  
NORTH LAKHIMPUR,ASSAM  ,3752  
NOWGAON,MADHYA PRADESH & CHHATTISGARH  ,7685  
NOWPARATAN,ORISSA  ,6678  
NOWRANGAPUR,ORISSA  ,6858  
NOWSHERA,JAMMU & KASHMIR  ,1960  
NUGURU (CHERLA),ANDHRA PRADESH  ,8747  
NUH,HARYANA  ,1267  
NURPUR,HIMACHAL PRADESH  ,1893  
NUZVIDU,ANDHRA PRADESH  ,8656  
NYOMA,JAMMU & KASHMIR  ,1981  
ODDANCHATRAM,TAMILNADU  ,4553  
ODGI,MADHYA PRADESH & CHHATTISGARH  ,7773  
OKHA,GUJRAT  ,2892  
OMALUR,TAMILNADU  ,4290  
OMERGA,MAHARASHTRA  ,2475  
ONGOLE,ANDHRA PRADESH  ,8592  
OOTACAMUND,TAMILNADU  ,423  
ORAI,UTTAR PRADESH(EAST)  ,5162  
ORATHANAD,TAMILNADU  ,4372  
OSIAN (E) (DHANWARA),RAJASTHAN  ,2927  
OSIAN (N),RAJASTHAN  ,2922  
OSIAN (S) (MATHANIA),RAJASTHAN  ,2926  
OSMANABAD,MAHARASHTRA  ,2472  
OUTSARANGAPALLE,ANDHRA PRADESH  ,8753  
PACHMARHI,MADHYA PRADESH & CHHATTISGARH  ,7578  
PACHORA,MAHARASHTRA  ,2596  
PACHPADRA (E) (KORNA),RAJASTHAN  ,2980  
PACHPADRA (W) (BALOTRA),RAJASTHAN  ,2988  
PACHPAHAR (BHAWANIMANDI),RAJASTHAN  ,7433  
PADAMKOT,MADHYA PRADESH & CHHATTISGARH  ,7783  
PADAMPUR,RAJASTHAN  ,1505  
PADDHARI,GUJRAT  ,2820  
PADERU,ANDHRA PRADESH  ,8935  
PADMAPUR,ORISSA  ,6683  
PADRA,GUJRAT  ,2662  
PADRAUNA,UTTAR PRADESH(EAST)  ,5564  
PAHALGAM,JAMMU & KASHMIR  ,1936  
PAHASU,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5733  
PAIKAMAL,ORISSA  ,6684  
PAITHAN,MAHARASHTRA  ,2431  
PAKALA,ANDHRA PRADESH  ,8585  
PAKHANJUR,MADHYA PRADESH & CHHATTISGARH  ,7844  
PAKKEKESANG,NORTH EAST  ,3778  
PAKRIBARWAN,BIHAR & JHARKHAND  ,6325  
PAKRIDAYAL,BIHAR & JHARKHAND  ,6259  
PAKUR,BIHAR & JHARKHAND  ,6435  
PALACODE,TAMILNADU  ,4348  
PALAI,KERALA  ,4822  
PALAKONDA (RAJAM),ANDHRA PRADESH  ,8941  
PALAMPUR,HIMACHAL PRADESH  ,1894  
PALANI,TAMILNADU  ,4545  
PALANPUR,GUJRAT  ,2742  
PALGHAR,MAHARASHTRA  ,2525  
PALGHAT,KERALA  ,491  
PALI,MADHYA PRADESH & CHHATTISGARH  ,7816  
PALI,MAHARASHTRA  ,2142  
PALI (N) (ROHAT),RAJASTHAN  ,2936  
PALI (S),RAJASTHAN  ,2932  
PALITANA,GUJRAT  ,2848  
PALKOT,BIHAR & JHARKHAND  ,6536  
PALLA HARA,ORISSA  ,6765  
PALLADUM,TAMILNADU  ,4255  
PALMANERU,ANDHRA PRADESH  ,8579  
PALNAD  (MACHERALA),ANDHRA PRADESH  ,8642  
PALWAL,HARYANA  ,1275  
PAMURU,ANDHRA PRADESH  ,8490  
PANDARIA,MADHYA PRADESH & CHHATTISGARH  ,7754  
PANDAVPURA,KARNATAKA  ,8236  
PANDHANA,MADHYA PRADESH & CHHATTISGARH  ,7320  
PANDHARKAWADA,MAHARASHTRA  ,7235  
PANDHARPUR,MAHARASHTRA  ,2186  
PANDHURNA,MADHYA PRADESH & CHHATTISGARH  ,7164  
PANDISHANKAR,MADHYA PRADESH & CHHATTISGARH  ,7819  
PANGI (KILLAR),HIMACHAL PRADESH  ,1897  
PANGIN,NORTH EAST  ,3797  
PANHALA,MAHARASHTRA  ,2328  
PANIPAT,HARYANA  ,180  
PANJI,MAHARASHTRA  ,832  
PANNA,MADHYA PRADESH & CHHATTISGARH  ,7732  
PAONTA,HIMACHAL PRADESH  ,1704  
PAPADHANDI,ORISSA  ,6869  
PAPANASAM,TAMILNADU  ,4374  
PARAJANG,ORISSA  ,6768  
PARAMAKUDI,TAMILNADU  ,4564  
PARANDA,MAHARASHTRA  ,2477  
PARASGAON,MADHYA PRADESH & CHHATTISGARH  ,7784  
PARASIA,MADHYA PRADESH & CHHATTISGARH  ,7161  
PARBATSAR (N) (MAKRANA),RAJASTHAN  ,1588  
PARBATSAR (S),RAJASTHAN  ,1589  
PARBHANI,MAHARASHTRA  ,2452  
PARDIP,ORISSA  ,6722  
PARGI,ANDHRA PRADESH  ,8412  
PARKAL,ANDHRA PRADESH  ,8713  
PARLAKHEMUNDI,ORISSA  ,6815  
PARNER,MAHARASHTRA  ,2488  
PAROLA,MAHARASHTRA  ,2597  
PARSEONI,MAHARASHTRA  ,7102  
PARTAPNAGAR,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1379  
PARTUR,MAHARASHTRA  ,2484  
PARVATHIPURAM,ANDHRA PRADESH  ,8963  
PASAN,MADHYA PRADESH & CHHATTISGARH  ,7811  
PASSIGHAT,NORTH EAST  ,368  
PATAN,MADHYA PRADESH & CHHATTISGARH  ,7826  
PATAN,BIHAR & JHARKHAND  ,6560  
PATAN,MADHYA PRADESH & CHHATTISGARH  ,7621  
PATAN,GUJRAT  ,2766  
PATAN,MAHARASHTRA  ,2372  
PATERA,MADHYA PRADESH & CHHATTISGARH  ,7605  
PATHALGAON,MADHYA PRADESH & CHHATTISGARH  ,7765  
PATHANAMTHITTA,KERALA  ,4733  
PATHANKOT,PUNJAB  ,186  
PATHAPATNAM (HIRAMANDALAM),ANDHRA PRADESH  ,8946  
PATHARDI,MAHARASHTRA  ,2428  
PATHARI,MAHARASHTRA  ,2451  
PATHARIA,MADHYA PRADESH & CHHATTISGARH  ,7601  
PATIALA,PUNJAB  ,175  
PATNA,BIHAR & JHARKHAND  ,612  
PATNAGARH,ORISSA  ,6648  
PATODA,MAHARASHTRA  ,2444  
PATTAMUNDAI,ORISSA  ,6729  
PATTI,UTTAR PRADESH(EAST)  ,5343  
PATTI,PUNJAB  ,1851  
PATTIKONDA,ANDHRA PRADESH  ,8520  
PATTUKOTTAI,TAMILNADU  ,4373  
PAUNI,MAHARASHTRA  ,7185  
PAURI-I,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1368  
PAURI-II (BUBAKHAL),UTTAR PRADESH(WEST) & UTTARAKHAND  ,1346  
PAVAGADA,KARNATAKA  ,8136  
PAVIJETPUR,GUJRAT  ,2664  
PAWAI,MADHYA PRADESH & CHHATTISGARH  ,7733  
PAYYANUR,KERALA  ,4985  
PEAPALLE,ANDHRA PRADESH  ,8522  
PEDDAPALLI,ANDHRA PRADESH  ,8728  
PEDDAPURAM,ANDHRA PRADESH  ,8852  
PEERMEDU,KERALA  ,4869  
PEHOWA,HARYANA  ,1741  
PEINT,MAHARASHTRA  ,2558  
PEN,MAHARASHTRA  ,2143  
PENDRA,MADHYA PRADESH & CHHATTISGARH  ,7751  
PENUKONDA,ANDHRA PRADESH  ,8555  
PERAMBALUR,TAMILNADU  ,4328  
PERINTHALMANNA,KERALA  ,4933  
PERUNDURAI,TAMILNADU  ,4294  
PETLAWAD,MADHYA PRADESH & CHHATTISGARH  ,7391  
PHAGI,RAJASTHAN  ,1430  
PHAGWARA,PUNJAB  ,1824  
PHALODI (E) (LOHAWAT),RAJASTHAN  ,2923  
PHALODI (N) (BAP),RAJASTHAN  ,2921  
PHALODI (S),RAJASTHAN  ,2925  
PHALODI (W) (BAROO),RAJASTHAN  ,2924  
PHALTAN,MAHARASHTRA  ,2166  
PHARENDA-I (COMPIERGANJ),UTTAR PRADESH(EAST)  ,5522  
PHARENDA-II (ANAND NAGAR),UTTAR PRADESH(EAST)  ,5524  
PHEK,NORTH EAST  ,3865  
PHILLAUR,PUNJAB  ,1826  
PHIRINGIA,ORISSA  ,6845  
PHOOLPUR,UTTAR PRADESH(EAST)  ,5332  
PHULBANI,ORISSA  ,6842  
PHULERA (E) (RENWAL),RAJASTHAN  ,1424  
PHULERA (W) (SAMBHAR),RAJASTHAN  ,1425  
PHULMANDI,PUNJAB  ,1651  
PHULPARAS,BIHAR & JHARKHAND  ,6277  
PHULPUR-I (PHULPUR),UTTAR PRADESH(EAST)  ,5460  
PHULPUR-II (ATRAWLIA),UTTAR PRADESH(EAST)  ,5465  
PICHHORE,MADHYA PRADESH & CHHATTISGARH  ,7496  
PIDUGURALLA,ANDHRA PRADESH  ,8649  
PILER,ANDHRA PRADESH  ,8584  
PILIBHIT,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5882  
PIMPALNER,MAHARASHTRA  ,2561  
PINDWARA,RAJASTHAN  ,2971  
PINGESHWAR,MADHYA PRADESH & CHHATTISGARH  ,7701  
PIPALDA (SUMERGANJ MANDI),RAJASTHAN  ,7458  
PIPARIA,MADHYA PRADESH & CHHATTISGARH  ,7576  
PIRANGUT,MAHARASHTRA  ,2139  
PIRAWA (RAIPUR),RAJASTHAN  ,7434  
PIRO,BIHAR & JHARKHAND  ,6181  
PITAMBERPUR,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5821  
PITHAPURAM,ANDHRA PRADESH  ,8869  
PITHORAGARH,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5964  
PODILI,ANDHRA PRADESH  ,8499  
POHARI,MADHYA PRADESH & CHHATTISGARH  ,7490  
POKRAN-1 (NACHNA),RAJASTHAN  ,2995  
POKRAN-2 (MADASAR),RAJASTHAN  ,3017  
POKRAN-3 (LOHARKI),RAJASTHAN  ,2996  
POKRAN-4 (POKRAN),RAJASTHAN  ,2994  
POKRAN-5 (PHALSOOND),RAJASTHAN  ,3019  
POLADPUR,MAHARASHTRA  ,2191  
POLAVARAM,ANDHRA PRADESH  ,8811  
POLLACHI,TAMILNADU  ,4259  
POLUR,TAMILNADU  ,4181  
PONDA,MAHARASHTRA  ,8343  
PONDICHERRY,TAMILNADU  ,413  
PONNAMARAVATHI,TAMILNADU  ,4333  
PONNERI,TAMILNADU  ,4119  
POOH,HIMACHAL PRADESH  ,1785  
POONCH,JAMMU & KASHMIR  ,1965  
PORBANDER,GUJRAT  ,286  
POWAYAN,UTTAR PRADESH(EAST)  ,5844  
PRABHA PATTAN,MADHYA PRADESH & CHHATTISGARH  ,7148  
PRANTIJ,GUJRAT  ,2770  
PRATAPGARH,UTTAR PRADESH(EAST)  ,5342  
PRATAPGARH (N),RAJASTHAN  ,1478  
PRATAPGARH (S) (ARNOD),RAJASTHAN  ,1479  
PRATAPPUR,MADHYA PRADESH & CHHATTISGARH  ,7777  
PREMNAGAR,MADHYA PRADESH & CHHATTISGARH  ,7776  
PRODDATUR,ANDHRA PRADESH  ,8564  
PUDUKKOTTAI,TAMILNADU  ,4322  
PULIVENDLA,ANDHRA PRADESH  ,8568  
PULWAMA,JAMMU & KASHMIR  ,1933  
PUNALUR,KERALA  ,475  
PUNASA,MADHYA PRADESH & CHHATTISGARH  ,7323  
PUNE,MAHARASHTRA  ,20  
PUNGANUR,ANDHRA PRADESH  ,8581  
PUPRI,BIHAR & JHARKHAND  ,6228  
PURANPUR,UTTAR PRADESH(WEST) & UTTARAKHAND  ,5880  
PURI,ORISSA  ,6752  
PURNEA,BIHAR & JHARKHAND  ,6454  
PUROLA,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1373  
PURULIA,WEST BENGAL & ANDAMAN NIKOBAR  ,3252  
PURUNA KATAK,ORISSA  ,6843  
PURWA (BIGHAPUR),UTTAR PRADESH(EAST)  ,5142  
PUSAD,MAHARASHTRA  ,7233  
PUSEGAON,MAHARASHTRA  ,2375  
PUSHPRAJGARH,MADHYA PRADESH & CHHATTISGARH  ,7629  
PUTTUR,KARNATAKA  ,8251  
PUTTURU,ANDHRA PRADESH  ,8577  
QUADIAN,PUNJAB  ,1872  
QUILON,KERALA  ,474  
R.K.PUR,NORTH EAST  ,3821  
R.UDAYIGIRI,ORISSA  ,6817  
RADHANAGAR,MAHARASHTRA  ,2321  
RADHANPUR,GUJRAT  ,2746  
RAFIGANJ,BIHAR & JHARKHAND  ,6327  
RAGHOGARH,MADHYA PRADESH & CHHATTISGARH  ,7544  
RAGHUNATHPUR,MADHYA PRADESH & CHHATTISGARH  ,7535  
RAHATGARH,MADHYA PRADESH & CHHATTISGARH  ,7584  
RAHPAR,GUJRAT  ,2830  
RAHURI,MAHARASHTRA  ,2426  
RAIBAG (KUDCHI),KARNATAKA  ,8331  
RAIBARELI,UTTAR PRADESH(EAST)  ,535  
RAICHUR,KARNATAKA  ,8532  
RAIGANJ,WEST BENGAL & ANDAMAN NIKOBAR  ,3523  
RAIGARH,MADHYA PRADESH & CHHATTISGARH  ,7762  
RAIPUR,RAJASTHAN  ,1481  
RAIPUR,MADHYA PRADESH & CHHATTISGARH  ,771  
RAIPUR,RAJASTHAN  ,2937  
RAIRAKHOL,ORISSA  ,6644  
RAIRANGPUR,ORISSA  ,6794  
RAISEN,MADHYA PRADESH & CHHATTISGARH  ,7482  
RAISINGHNAGAR,RAJASTHAN  ,1507  
RAJAHMUNDRI,ANDHRA PRADESH  ,883  
RAJAMPETA,ANDHRA PRADESH  ,8565  
RAJANDGAON,MADHYA PRADESH & CHHATTISGARH  ,7744  
RAJAPALAYAM,TAMILNADU  ,4563  
RAJAPUR,MAHARASHTRA  ,2353  
RAJAULI,BIHAR & JHARKHAND  ,6336  
RAJDHANWAR,BIHAR & JHARKHAND  ,6554  
RAJGANGPUR,ORISSA  ,6624  
RAJGARH,HIMACHAL PRADESH  ,1799  
RAJGARH,RAJASTHAN  ,1464  
RAJGARH,RAJASTHAN  ,1559  
RAJGARH,MADHYA PRADESH & CHHATTISGARH  ,7372  
RAJGARHI,UTTAR PRADESH(WEST) & UTTARAKHAND  ,1375  
RAJGURUNAGAR,MAHARASHTRA  ,2135  
RAJKHARIAR,ORISSA  ,6671  
RAJKOT,GUJRAT  ,281  
